temperature,humidity,heat_index,pressure,datetime
22.86,77.87,22.86,1005.65,2025-02-20 17:01:01.466905
22.91,78.13,22.91,1005.63,2025-02-20 17:02:00.915111
22.97,77.66,22.97,1005.65,2025-02-20 17:03:00.363911
22.77,77.34,22.77,1005.65,2025-02-20 17:04:01.932514
22.71,77.91,22.71,1005.67,2025-02-20 17:05:01.396203
22.73,78.31,22.73,1005.69,2025-02-20 17:06:00.850127
22.71,78.4,22.71,1005.6,2025-02-20 17:07:00.305479
22.64,77.81,22.64,1005.69,2025-02-20 17:08:01.938814
22.71,78.4,22.71,1005.74,2025-02-20 17:09:01.398984
22.84,78.34,22.84,1005.68,2025-02-20 17:10:00.845890
22.77,78.34,22.77,1005.69,2025-02-20 17:11:00.291434
22.9,78.52,22.9,1005.72,2025-02-20 17:12:01.861276
22.86,78.63,22.86,1005.67,2025-02-20 17:13:01.317645
22.88,78.21,22.88,1005.71,2025-02-20 17:14:00.785557
22.88,78.29,22.88,1005.72,2025-02-20 17:15:00.236470
22.99,78.2,22.99,1005.75,2025-02-20 17:16:01.810616
23.04,78.01,23.04,1005.73,2025-02-20 17:17:01.251553
22.84,78.1,22.84,1005.72,2025-02-20 17:18:00.722097
22.99,78.28,22.99,1005.78,2025-02-20 17:19:00.187147
22.93,78.36,22.93,1005.8,2025-02-20 17:20:01.764384
23.03,78.18,23.03,1005.77,2025-02-20 17:21:01.212640
23.04,78.27,23.04,1005.76,2025-02-20 17:22:00.665154
23.03,77.93,23.03,1005.73,2025-02-20 17:23:00.141203
22.91,78.36,22.91,1005.74,2025-02-20 17:24:01.714782
23.04,78.18,23.04,1005.77,2025-02-20 17:25:01.161082
22.99,78.22,22.99,1005.88,2025-02-20 17:26:00.604635
22.93,78.22,22.93,1005.83,2025-02-20 17:27:00.059879
22.97,78.23,22.97,1005.85,2025-02-20 17:28:01.632257
23.04,77.02,23.04,1005.84,2025-02-20 17:29:01.084286
23.1,78.29,23.1,1005.87,2025-02-20 17:30:00.526758
23.17,78.39,23.17,1005.89,2025-02-20 17:31:02.091876
23.08,78.14,23.08,1005.87,2025-02-20 17:32:01.536600
23.1,78.05,23.1,1005.86,2025-02-20 17:33:00.982424
23.23,77.98,23.23,1005.88,2025-02-20 17:34:00.520094
23.19,78.01,23.19,1005.87,2025-02-20 17:35:02.088571
23.12,77.98,23.12,1005.93,2025-02-20 17:36:01.530752
22.99,78.05,22.99,1005.92,2025-02-20 17:37:01.017045
23.27,78.18,23.27,1005.98,2025-02-20 17:38:00.463101
23.19,77.9,23.19,1005.96,2025-02-20 17:39:02.096224
23.1,77.91,23.1,1006.01,2025-02-20 17:40:01.543123
23.25,77.86,23.25,1006.03,2025-02-20 17:41:00.990660
23.17,77.38,23.17,1006.08,2025-02-20 17:42:00.439022
23.14,78.21,23.14,1006.05,2025-02-20 17:43:02.011302
23.3,77.91,23.3,1006.07,2025-02-20 17:44:01.462880
23.1,78.14,23.1,1006.05,2025-02-20 17:45:00.909227
23.17,78.02,23.17,1006.1,2025-02-20 17:46:00.351768
23.19,77.69,23.19,1006.14,2025-02-20 17:47:01.928203
23.34,77.89,23.34,1006.08,2025-02-20 17:48:01.398301
23.17,78.07,23.17,1006.07,2025-02-20 17:49:00.842928
23.17,77.86,23.17,1006.12,2025-02-20 17:50:00.290517
23.14,77.92,23.14,1006.13,2025-02-20 17:51:01.855810
23.28,78.13,23.28,1006.1,2025-02-20 17:52:01.306136
23.34,78.2,23.34,1006.16,2025-02-20 17:53:00.769892
23.17,78.1,23.17,1006.15,2025-02-20 17:54:00.232671
23.27,77.5,23.27,1006.12,2025-02-20 17:55:01.809130
23.17,78.0,23.17,1006.2,2025-02-20 17:56:01.251227
23.03,78.01,23.03,1006.19,2025-02-20 17:57:00.695855
23.32,78.08,23.32,1006.2,2025-02-20 17:58:00.140798
23.23,77.95,23.23,1006.29,2025-02-20 17:59:01.730370
23.23,77.46,23.23,1006.28,2025-02-20 18:00:01.180387
23.12,77.98,23.12,1006.27,2025-02-20 18:01:00.622412
23.14,78.03,23.14,1006.28,2025-02-20 18:02:00.088634
23.1,78.07,23.1,1006.23,2025-02-20 18:03:01.719019
23.21,78.54,23.21,1006.3,2025-02-20 18:04:01.170350
23.1,77.96,23.1,1006.24,2025-02-20 18:05:00.652602
23.23,77.92,23.23,1006.23,2025-02-20 18:06:00.199628
23.19,78.1,23.19,1006.28,2025-02-20 18:07:01.769140
23.16,78.38,23.16,1006.27,2025-02-20 18:08:01.219684
23.21,78.24,23.21,1006.28,2025-02-20 18:09:00.668398
23.16,78.22,23.16,1006.35,2025-02-20 18:10:00.122986
23.16,77.76,23.16,1006.3,2025-02-20 18:11:01.697461
23.1,77.5,23.1,1006.34,2025-02-20 18:12:01.150083
22.99,77.82,22.99,1006.36,2025-02-20 18:13:00.592425
23.08,77.15,23.08,1006.35,2025-02-20 18:14:00.133310
23.06,77.2,23.06,1006.38,2025-02-20 18:15:01.698296
23.04,77.12,23.04,1006.35,2025-02-20 18:16:01.170150
23.08,77.21,23.08,1006.39,2025-02-20 18:17:00.618304
23.06,76.85,23.06,1006.37,2025-02-20 18:18:00.084261
23.08,76.51,23.08,1006.45,2025-02-20 18:19:01.649287
23.14,77.19,23.14,1006.4,2025-02-20 18:20:01.092313
23.08,77.12,23.08,1006.48,2025-02-20 18:21:00.548026
23.14,77.23,23.14,1006.45,2025-02-20 18:22:02.119191
23.06,77.1,23.06,1006.46,2025-02-20 18:23:01.659710
23.14,76.98,23.14,1006.48,2025-02-20 18:24:01.102000
23.04,76.91,23.04,1006.51,2025-02-20 18:25:00.543808
23.17,76.98,23.17,1006.51,2025-02-20 18:26:00.065957
23.01,76.91,23.01,1006.58,2025-02-20 18:27:01.645198
22.97,77.55,22.97,1006.55,2025-02-20 18:28:01.090411
22.91,77.07,22.91,1006.61,2025-02-20 18:29:00.532502
23.08,77.14,23.08,1006.62,2025-02-20 18:30:02.092141
23.1,77.43,23.1,1006.58,2025-02-20 18:31:01.558347
22.97,77.35,22.97,1006.59,2025-02-20 18:32:00.997943
23.01,77.8,23.01,1006.61,2025-02-20 18:33:00.435331
22.99,77.58,22.99,1006.64,2025-02-20 18:34:02.048936
23.1,77.54,23.1,1006.68,2025-02-20 18:35:01.491116
23.06,77.2,23.06,1006.67,2025-02-20 18:36:00.934023
23.04,77.34,23.04,1006.7,2025-02-20 18:37:00.392907
23.03,76.59,23.03,1006.76,2025-02-20 18:38:01.973286
23.08,77.22,23.08,1006.69,2025-02-20 18:39:01.416014
22.93,77.23,22.93,1006.74,2025-02-20 18:40:00.849544
22.99,77.46,22.99,1006.8,2025-02-20 18:41:00.291972
22.99,77.63,22.99,1006.77,2025-02-20 18:42:01.861227
23.04,77.62,23.04,1006.77,2025-02-20 18:43:01.301582
22.97,77.32,22.97,1006.77,2025-02-20 18:44:00.734459
22.93,77.54,22.93,1006.8,2025-02-20 18:45:00.194140
22.73,77.68,22.73,1006.8,2025-02-20 18:46:01.777727
22.86,77.41,22.86,1006.81,2025-02-20 18:47:01.221286
22.91,78.1,22.91,1006.82,2025-02-20 18:48:00.687482
22.88,78.22,22.88,1006.83,2025-02-20 18:49:00.132476
22.82,78.16,22.82,1006.8,2025-02-20 18:50:01.788707
22.86,78.19,22.86,1006.83,2025-02-20 18:51:01.237023
23.01,77.87,23.01,1006.87,2025-02-20 18:52:00.685247
23.03,78.03,23.03,1006.97,2025-02-20 18:53:00.121504
22.95,78.01,22.95,1006.88,2025-02-20 18:54:01.695628
22.93,78.05,22.93,1006.88,2025-02-20 18:55:01.162572
23.03,78.45,23.03,1006.87,2025-02-20 18:56:00.604549
23.01,79.24,23.01,1006.9,2025-02-20 18:57:00.057126
23.01,77.86,23.01,1006.92,2025-02-20 18:58:01.620285
23.12,78.03,23.12,1006.93,2025-02-20 18:59:01.103333
23.14,78.11,23.14,1006.9,2025-02-20 19:00:00.540944
22.91,75.94,22.91,1006.93,2025-02-20 19:01:02.101253
23.14,78.93,23.14,1006.97,2025-02-20 19:02:01.568495
23.25,77.98,23.25,1006.97,2025-02-20 19:03:01.041237
23.12,78.09,23.12,1006.98,2025-02-20 19:04:00.486287
23.19,77.86,23.19,1006.98,2025-02-20 19:05:02.045382
23.03,78.12,23.03,1006.95,2025-02-20 19:06:01.520088
23.17,77.84,23.17,1007.01,2025-02-20 19:07:00.962417
23.21,77.54,23.21,1007.06,2025-02-20 19:08:00.407448
23.03,77.73,23.03,1006.98,2025-02-20 19:09:01.966196
23.1,77.74,23.1,1007.0,2025-02-20 19:10:01.431476
23.06,77.03,23.06,1007.01,2025-02-20 19:11:00.865822
23.08,77.78,23.08,1006.99,2025-02-20 19:12:00.328726
23.1,78.6,23.1,1007.1,2025-02-20 19:13:01.895974
23.06,77.86,23.06,1007.1,2025-02-20 19:14:01.335785
22.9,78.04,22.9,1007.11,2025-02-20 19:15:00.790184
22.93,77.92,22.93,1007.15,2025-02-20 19:16:00.221932
22.97,77.82,22.97,1007.14,2025-02-20 19:17:01.789567
23.14,77.76,23.14,1007.17,2025-02-20 19:18:01.235453
23.01,77.94,23.01,1007.15,2025-02-20 19:19:00.678882
23.04,78.45,23.04,1007.18,2025-02-20 19:20:00.124525
23.08,78.32,23.08,1007.18,2025-02-20 19:21:01.693092
23.04,77.41,23.04,1007.15,2025-02-20 19:22:01.241141
22.88,78.15,22.88,1007.11,2025-02-20 19:23:00.781037
22.88,77.82,22.88,1007.2,2025-02-20 19:24:00.227361
23.04,77.57,23.04,1007.21,2025-02-20 19:25:01.808006
23.08,77.6,23.08,1007.25,2025-02-20 19:26:01.249739
23.14,77.51,23.14,1007.29,2025-02-20 19:27:00.694806
22.91,77.96,22.91,1007.28,2025-02-20 19:28:00.200206
23.03,78.0,23.03,1007.27,2025-02-20 19:29:01.764297
23.01,77.63,23.01,1007.31,2025-02-20 19:30:01.207760
22.9,78.06,22.9,1007.33,2025-02-20 19:31:00.650797
23.08,77.78,23.08,1007.36,2025-02-20 19:32:00.092830
23.04,77.74,23.04,1007.35,2025-02-20 19:33:01.665907
23.01,77.71,23.01,1007.37,2025-02-20 19:34:01.132389
22.97,77.67,22.97,1007.43,2025-02-20 19:35:00.598155
23.04,77.92,23.04,1007.39,2025-02-20 19:36:00.043238
22.91,77.73,22.91,1007.51,2025-02-20 19:37:01.660707
23.12,78.18,23.12,1007.43,2025-02-20 19:38:01.106219
22.99,78.0,22.99,1007.46,2025-02-20 19:39:00.551267
23.06,77.61,23.06,1007.47,2025-02-20 19:40:00.013815
23.08,77.73,23.08,1007.45,2025-02-20 19:41:01.582220
23.14,77.5,23.14,1007.44,2025-02-20 19:42:01.027015
23.08,77.58,23.08,1007.46,2025-02-20 19:43:00.504262
23.14,77.42,23.14,1007.56,2025-02-20 19:44:02.074695
23.28,77.66,23.28,1007.53,2025-02-20 19:45:01.539506
23.04,77.55,23.04,1007.53,2025-02-20 19:46:00.988896
23.1,77.64,23.1,1007.55,2025-02-20 19:47:00.517106
23.06,77.1,23.06,1007.53,2025-02-20 19:48:02.105233
23.04,77.38,23.04,1007.58,2025-02-20 19:49:01.548024
23.01,79.18,23.01,1007.63,2025-02-20 19:50:01.009306
23.12,77.42,23.12,1007.65,2025-02-20 19:51:00.558990
23.14,76.45,23.14,1007.59,2025-02-20 19:52:00.023955
22.95,77.28,22.95,1007.58,2025-02-20 19:53:01.591433
23.28,78.08,23.28,1007.56,2025-02-20 19:54:01.035003
23.1,77.17,23.1,1007.56,2025-02-20 19:55:00.477611
23.08,77.72,23.08,1007.59,2025-02-20 19:56:02.047454
23.12,77.03,23.12,1007.62,2025-02-20 19:57:01.503252
22.99,77.32,22.99,1007.6,2025-02-20 19:58:00.949371
23.23,77.18,23.23,1007.56,2025-02-20 19:59:00.425368
22.99,77.64,22.99,1007.59,2025-02-20 20:00:01.997104
23.16,78.18,23.16,1007.6,2025-02-20 20:01:01.451906
23.1,77.76,23.1,1007.57,2025-02-20 20:02:00.899177
23.16,76.39,23.16,1007.64,2025-02-20 20:03:00.388208
23.08,77.45,23.08,1007.63,2025-02-20 20:04:02.121131
23.16,77.63,23.16,1007.67,2025-02-20 20:05:01.574426
23.1,77.67,23.1,1007.67,2025-02-20 20:06:01.018727
23.08,77.69,23.08,1007.67,2025-02-20 20:07:00.497071
23.08,77.55,23.08,1007.66,2025-02-20 20:08:02.066419
23.06,77.49,23.06,1007.71,2025-02-20 20:09:01.580249
22.99,77.86,22.99,1007.69,2025-02-20 20:10:01.027886
22.9,77.83,22.9,1007.64,2025-02-20 20:11:00.477922
23.08,77.81,23.08,1007.7,2025-02-20 20:12:02.048913
23.08,78.17,23.08,1007.67,2025-02-20 20:13:01.492785
23.01,77.87,23.01,1007.74,2025-02-20 20:14:00.960786
22.97,78.11,22.97,1007.79,2025-02-20 20:15:00.453601
22.95,78.21,22.95,1007.73,2025-02-20 20:16:02.043431
23.08,78.11,23.08,1007.74,2025-02-20 20:17:01.495354
23.08,78.02,23.08,1007.75,2025-02-20 20:18:00.960147
23.17,78.31,23.17,1007.77,2025-02-20 20:19:00.411898
23.16,77.96,23.16,1007.77,2025-02-20 20:20:02.087199
23.08,78.17,23.08,1007.84,2025-02-20 20:21:01.634123
22.91,78.63,22.91,1007.79,2025-02-20 20:22:01.083442
23.17,78.19,23.17,1007.8,2025-02-20 20:23:00.527011
23.19,78.18,23.19,1007.79,2025-02-20 20:24:02.097486
23.3,78.04,23.3,1007.86,2025-02-20 20:25:01.538474
23.28,77.86,23.28,1007.78,2025-02-20 20:26:00.981708
23.23,77.9,23.23,1007.8,2025-02-20 20:27:00.426671
23.27,77.61,23.27,1007.81,2025-02-20 20:28:01.993394
23.41,78.44,23.41,1007.87,2025-02-20 20:29:01.438258
23.28,77.75,23.28,1007.79,2025-02-20 20:30:00.905451
23.27,78.1,23.27,1007.86,2025-02-20 20:31:00.350305
23.34,77.78,23.34,1007.88,2025-02-20 20:32:01.917343
23.23,77.78,23.23,1007.88,2025-02-20 20:33:01.361128
23.28,77.79,23.28,1007.92,2025-02-20 20:34:00.802445
23.28,77.79,23.28,1007.89,2025-02-20 20:35:00.246210
23.32,78.04,23.32,1007.95,2025-02-20 20:36:01.813753
23.45,78.24,23.45,1007.94,2025-02-20 20:37:01.283556
23.4,78.17,23.4,1007.89,2025-02-20 20:38:00.726724
23.14,77.87,23.14,1007.88,2025-02-20 20:39:00.173395
23.3,78.26,23.3,1007.98,2025-02-20 20:40:01.744783
23.32,76.68,23.32,1008.07,2025-02-20 20:41:01.195113
23.36,77.79,23.36,1007.99,2025-02-20 20:42:00.683977
23.38,77.96,23.38,1008.0,2025-02-20 20:43:00.133986
23.49,77.77,23.49,1008.04,2025-02-20 20:44:01.703062
23.64,77.94,23.64,1008.04,2025-02-20 20:45:01.146031
23.41,77.92,23.41,1007.99,2025-02-20 20:46:00.588565
23.47,78.33,23.47,1008.05,2025-02-20 20:47:00.039578
23.34,77.96,23.34,1008.05,2025-02-20 20:48:01.617908
23.34,78.34,23.34,1008.11,2025-02-20 20:49:01.062264
23.41,77.83,23.41,1008.05,2025-02-20 20:50:00.501259
23.32,78.45,23.32,1008.01,2025-02-20 20:51:02.074254
23.36,77.86,23.36,1008.05,2025-02-20 20:52:01.522595
23.56,78.03,23.56,1008.12,2025-02-20 20:53:00.964770
23.56,77.74,23.56,1008.08,2025-02-20 20:54:00.410720
23.49,78.06,23.49,1008.1,2025-02-20 20:55:01.986122
23.49,77.77,23.49,1008.14,2025-02-20 20:56:01.430633
23.6,77.59,23.6,1008.15,2025-02-20 20:57:00.883603
23.47,77.67,23.47,1008.15,2025-02-20 20:58:00.372764
23.38,77.35,23.38,1008.1,2025-02-20 20:59:01.944642
23.41,78.27,23.41,1008.17,2025-02-20 21:00:01.393163
23.36,77.85,23.36,1008.15,2025-02-20 21:01:00.838183
23.3,78.04,23.3,1008.16,2025-02-20 21:02:00.293499
23.25,78.03,23.25,1008.18,2025-02-20 21:03:01.867568
23.36,78.36,23.36,1008.13,2025-02-20 21:04:01.321841
23.28,78.85,23.28,1008.18,2025-02-20 21:05:00.776127
23.08,78.78,23.08,1008.17,2025-02-20 21:06:00.218766
23.25,78.19,23.25,1008.19,2025-02-20 21:07:01.786995
23.28,78.67,23.28,1008.17,2025-02-20 21:08:01.236812
23.14,78.68,23.14,1008.13,2025-02-20 21:09:00.684478
23.1,78.66,23.1,1008.16,2025-02-20 21:10:00.135560
23.17,78.67,23.17,1008.15,2025-02-20 21:11:01.705153
23.27,78.76,23.27,1008.17,2025-02-20 21:12:01.156908
23.19,78.26,23.19,1008.16,2025-02-20 21:13:00.600921
23.06,79.27,23.06,1008.11,2025-02-20 21:14:00.048253
23.16,78.67,23.16,1008.08,2025-02-20 21:15:01.639360
23.38,78.43,23.38,1008.15,2025-02-20 21:16:01.108862
23.25,78.03,23.25,1008.14,2025-02-20 21:17:00.551556
23.38,78.51,23.38,1008.08,2025-02-20 21:18:02.121547
23.43,78.22,23.43,1008.16,2025-02-20 21:19:01.594845
23.36,78.19,23.36,1008.07,2025-02-20 21:20:01.039615
23.36,78.27,23.36,1008.07,2025-02-20 21:21:00.535798
23.38,78.3,23.38,1008.06,2025-02-20 21:22:00.014849
23.3,78.13,23.3,1008.11,2025-02-20 21:23:01.589282
23.28,78.36,23.28,1008.13,2025-02-20 21:24:01.035591
23.25,78.14,23.25,1008.1,2025-02-20 21:25:00.482303
23.49,78.3,23.49,1008.16,2025-02-20 21:26:02.048744
23.27,78.06,23.27,1008.05,2025-02-20 21:27:01.506527
23.38,78.54,23.38,1008.05,2025-02-20 21:28:00.957221
23.54,77.9,23.54,1008.07,2025-02-20 21:29:00.427024
23.58,78.39,23.58,1008.12,2025-02-20 21:30:01.997345
23.45,77.95,23.45,1008.11,2025-02-20 21:31:01.438881
23.41,77.78,23.41,1008.12,2025-02-20 21:32:00.948717
23.28,77.93,23.28,1008.11,2025-02-20 21:33:00.478911
23.38,78.25,23.38,1008.11,2025-02-20 21:34:02.046342
23.38,78.53,23.38,1008.16,2025-02-20 21:35:01.490408
23.47,78.13,23.47,1008.17,2025-02-20 21:36:00.934892
23.38,78.21,23.38,1008.18,2025-02-20 21:37:00.381146
23.47,78.21,23.47,1008.19,2025-02-20 21:38:01.950141
23.4,78.42,23.4,1008.22,2025-02-20 21:39:01.398402
23.53,78.24,23.53,1008.25,2025-02-20 21:40:00.844845
23.45,78.0,23.45,1008.22,2025-02-20 21:41:00.311959
23.36,77.89,23.36,1008.18,2025-02-20 21:42:01.877997
23.4,77.93,23.4,1008.22,2025-02-20 21:43:01.318417
23.53,78.16,23.53,1008.16,2025-02-20 21:44:00.762748
23.54,77.77,23.54,1008.23,2025-02-20 21:45:00.214596
23.45,77.91,23.45,1008.22,2025-02-20 21:46:01.780119
23.41,77.84,23.41,1008.21,2025-02-20 21:47:01.226201
23.56,77.97,23.56,1008.21,2025-02-20 21:48:00.669038
23.56,77.5,23.56,1008.21,2025-02-20 21:49:00.109675
23.45,75.71,23.45,1008.18,2025-02-20 21:50:01.680329
23.41,77.14,23.41,1008.2,2025-02-20 21:51:01.173781
23.36,77.38,23.36,1008.14,2025-02-20 21:52:00.628433
23.34,76.83,23.34,1008.12,2025-02-20 21:53:00.072223
23.32,77.14,23.32,1008.1,2025-02-20 21:54:01.643707
23.43,76.88,23.43,1008.11,2025-02-20 21:55:01.089010
23.34,76.8,23.34,1008.19,2025-02-20 21:56:00.552355
23.3,76.88,23.3,1008.16,2025-02-20 21:57:02.115436
23.28,76.79,23.28,1008.1,2025-02-20 21:58:01.564403
23.28,76.89,23.28,1008.19,2025-02-20 21:59:01.009772
23.28,77.02,23.28,1008.18,2025-02-20 22:00:00.455774
23.3,77.4,23.3,1008.17,2025-02-20 22:01:02.024872
23.16,77.38,23.16,1008.22,2025-02-20 22:02:01.475028
23.01,77.59,23.01,1008.25,2025-02-20 22:03:00.926660
23.16,77.42,23.16,1008.22,2025-02-20 22:04:00.369189
23.23,77.39,23.23,1008.26,2025-02-20 22:05:01.931934
23.17,77.7,23.17,1008.3,2025-02-20 22:06:01.452261
23.14,77.7,23.14,1008.29,2025-02-20 22:07:00.896897
23.06,77.71,23.06,1008.23,2025-02-20 22:08:00.342246
22.88,77.89,22.88,1008.19,2025-02-20 22:09:01.907971
23.12,79.06,23.12,1008.23,2025-02-20 22:10:01.350389
23.04,79.63,23.04,1008.22,2025-02-20 22:11:00.796112
23.01,77.79,23.01,1008.21,2025-02-20 22:12:00.330778
22.91,77.92,22.91,1008.26,2025-02-20 22:13:01.905504
22.9,78.54,22.9,1008.28,2025-02-20 22:14:01.347749
22.91,78.61,22.91,1008.29,2025-02-20 22:15:00.810747
22.77,78.53,22.77,1008.21,2025-02-20 22:16:00.257165
22.91,79.37,22.91,1008.3,2025-02-20 22:17:01.827097
23.01,78.39,23.01,1008.27,2025-02-20 22:18:01.304077
22.97,78.46,22.97,1008.28,2025-02-20 22:19:00.752786
23.08,78.2,23.08,1008.26,2025-02-20 22:20:00.297403
22.99,78.13,22.99,1008.19,2025-02-20 22:21:01.891507
23.1,78.32,23.1,1008.26,2025-02-20 22:22:01.333186
23.16,78.3,23.16,1008.18,2025-02-20 22:23:00.831717
23.12,78.34,23.12,1008.14,2025-02-20 22:24:00.275240
23.12,78.76,23.12,1008.15,2025-02-20 22:25:01.846532
23.25,78.46,23.25,1008.16,2025-02-20 22:26:01.292587
23.23,77.88,23.23,1008.21,2025-02-20 22:27:00.743735
23.34,78.31,23.34,1008.22,2025-02-20 22:28:00.193344
23.32,77.48,23.32,1008.19,2025-02-20 22:29:01.763013
23.28,77.95,23.28,1008.17,2025-02-20 22:30:01.256524
23.23,77.46,23.23,1008.2,2025-02-20 22:31:00.704308
23.34,77.8,23.34,1008.21,2025-02-20 22:32:00.148865
23.38,77.75,23.38,1008.22,2025-02-20 22:33:01.717183
23.36,77.75,23.36,1008.24,2025-02-20 22:34:01.169443
23.43,77.62,23.43,1008.31,2025-02-20 22:35:00.636830
23.4,77.73,23.4,1008.28,2025-02-20 22:36:00.104663
23.3,77.33,23.3,1008.25,2025-02-20 22:37:01.669811
23.4,77.3,23.4,1008.33,2025-02-20 22:38:01.128092
23.25,77.55,23.25,1008.33,2025-02-20 22:39:00.576199
23.28,77.29,23.28,1008.32,2025-02-20 22:40:00.033908
23.38,77.35,23.38,1008.3,2025-02-20 22:41:01.622956
23.28,77.22,23.28,1008.24,2025-02-20 22:42:01.093726
23.21,77.28,23.21,1008.25,2025-02-20 22:43:00.559017
23.23,77.55,23.23,1008.29,2025-02-20 22:44:02.119132
23.32,77.44,23.32,1008.35,2025-02-20 22:45:01.557641
23.12,77.46,23.12,1008.38,2025-02-20 22:46:00.997488
23.25,77.4,23.25,1008.4,2025-02-20 22:47:00.465763
23.19,77.19,23.19,1008.44,2025-02-20 22:48:02.036201
23.28,77.7,23.28,1008.44,2025-02-20 22:49:01.476793
23.25,77.56,23.25,1008.4,2025-02-20 22:50:00.926573
23.25,77.55,23.25,1008.41,2025-02-20 22:51:00.363637
23.32,77.61,23.32,1008.39,2025-02-20 22:52:01.923135
23.32,77.48,23.32,1008.36,2025-02-20 22:53:01.387902
23.19,77.95,23.19,1008.41,2025-02-20 22:54:00.832718
23.23,77.38,23.23,1008.42,2025-02-20 22:55:00.297731
23.04,78.15,23.04,1008.46,2025-02-20 22:56:01.862161
23.17,77.83,23.17,1008.47,2025-02-20 22:57:01.398828
23.04,78.16,23.04,1008.45,2025-02-20 22:58:00.942985
23.1,78.38,23.1,1008.53,2025-02-20 22:59:00.388132
23.01,78.24,23.01,1008.5,2025-02-20 23:00:01.956508
23.04,78.88,23.04,1008.54,2025-02-20 23:01:01.400659
23.03,78.77,23.03,1008.57,2025-02-20 23:02:00.950619
23.08,78.67,23.08,1008.6,2025-02-20 23:03:00.394631
23.23,79.15,23.23,1008.55,2025-02-20 23:04:01.963211
23.25,78.62,23.25,1008.57,2025-02-20 23:05:01.411945
23.25,78.6,23.25,1008.57,2025-02-20 23:06:00.861674
23.23,78.4,23.23,1008.53,2025-02-20 23:07:00.332664
23.43,78.64,23.43,1008.61,2025-02-20 23:08:01.907140
23.19,78.28,23.19,1008.61,2025-02-20 23:09:01.376342
23.36,78.22,23.36,1008.6,2025-02-20 23:10:00.826440
23.32,78.28,23.32,1008.63,2025-02-20 23:11:00.270628
23.45,78.51,23.45,1008.67,2025-02-20 23:12:01.925857
23.53,78.17,23.53,1008.65,2025-02-20 23:13:01.369734
23.45,78.7,23.45,1008.65,2025-02-20 23:14:00.819203
23.43,78.24,23.43,1008.61,2025-02-20 23:15:00.265683
23.4,78.13,23.4,1008.68,2025-02-20 23:16:01.876926
23.36,77.94,23.36,1008.64,2025-02-20 23:17:01.334969
23.28,78.15,23.28,1008.59,2025-02-20 23:18:00.781462
23.28,78.04,23.28,1008.58,2025-02-20 23:19:00.280570
23.32,77.99,23.32,1008.56,2025-02-20 23:20:01.871115
23.19,78.07,23.19,1008.59,2025-02-20 23:21:01.334515
23.32,78.28,23.32,1008.48,2025-02-20 23:22:00.777834
23.36,78.39,23.36,1008.48,2025-02-20 23:23:00.243244
23.34,78.07,23.34,1008.49,2025-02-20 23:24:01.839022
23.25,78.43,23.25,1008.45,2025-02-20 23:25:01.279941
23.25,78.59,23.25,1008.47,2025-02-20 23:26:00.727325
23.21,78.4,23.21,1008.48,2025-02-20 23:27:00.200120
23.21,78.44,23.21,1008.49,2025-02-20 23:28:01.769783
23.28,78.11,23.28,1008.55,2025-02-20 23:29:01.210999
23.3,78.54,23.3,1008.5,2025-02-20 23:30:00.666442
23.36,78.35,23.36,1008.48,2025-02-20 23:31:00.113247
