temperature,humidity,heat_index,pressure,datetime
22.06,69.81,22.06,1009.55,2025-02-21 21:22:00.793522
22.03,69.17,22.03,1009.55,2025-02-21 21:23:00.227192
21.93,68.73,21.93,1009.55,2025-02-21 21:24:01.782493
22.1,69.05,22.1,1009.46,2025-02-21 21:25:01.216923
21.92,68.88,21.92,1009.47,2025-02-21 21:26:00.653276
22.08,69.29,22.08,1009.48,2025-02-21 21:27:00.103428
21.92,69.14,21.92,1009.5,2025-02-21 21:28:01.668035
21.97,69.32,21.97,1009.47,2025-02-21 21:29:01.096294
21.97,69.4,21.97,1009.53,2025-02-21 21:30:00.535009
22.01,68.94,22.01,1009.46,2025-02-21 21:31:02.088590
21.9,68.86,21.9,1009.49,2025-02-21 21:32:01.530962
21.97,68.82,21.97,1009.45,2025-02-21 21:33:00.962596
21.88,69.07,21.88,1009.52,2025-02-21 21:34:00.395673
21.92,69.09,21.92,1009.54,2025-02-21 21:35:01.992505
21.86,69.05,21.86,1009.44,2025-02-21 21:36:01.434160
21.84,68.97,21.84,1009.43,2025-02-21 21:37:00.861670
21.88,68.32,21.88,1009.43,2025-02-21 21:38:00.300695
21.93,68.81,21.93,1009.46,2025-02-21 21:39:01.855869
22.03,69.56,22.03,1009.44,2025-02-21 21:40:01.292930
21.88,69.47,21.88,1009.49,2025-02-21 21:41:00.725376
21.92,69.05,21.92,1009.57,2025-02-21 21:42:00.171885
21.86,69.45,21.86,1009.56,2025-02-21 21:43:01.731410
21.93,69.31,21.93,1009.55,2025-02-21 21:44:01.176587
21.8,68.94,21.8,1009.51,2025-02-21 21:45:00.609153
21.8,68.96,21.8,1009.5,2025-02-21 21:46:00.051895
21.88,69.41,21.88,1009.54,2025-02-21 21:47:01.612226
21.73,69.14,21.73,1009.6,2025-02-21 21:48:01.047630
21.84,68.71,21.84,1009.63,2025-02-21 21:49:00.478407
21.97,69.24,21.97,1009.54,2025-02-21 21:50:02.040656
21.92,69.08,21.92,1009.56,2025-02-21 21:51:01.517328
21.88,69.12,21.88,1009.58,2025-02-21 21:52:00.951586
21.82,68.92,21.82,1009.53,2025-02-21 21:53:00.387836
21.77,69.15,21.77,1009.52,2025-02-21 21:54:01.943270
21.82,68.77,21.82,1009.54,2025-02-21 21:55:01.379739
21.9,69.0,21.9,1009.54,2025-02-21 21:56:00.813813
21.9,68.84,21.9,1009.5,2025-02-21 21:57:00.254291
21.75,68.99,21.75,1009.5,2025-02-21 21:58:01.815502
21.73,69.11,21.73,1009.6,2025-02-21 21:59:01.252219
21.9,69.16,21.9,1009.6,2025-02-21 22:00:00.686066
21.79,68.95,21.79,1009.53,2025-02-21 22:01:00.124125
21.86,69.11,21.86,1009.54,2025-02-21 22:02:01.680293
21.82,68.92,21.82,1009.52,2025-02-21 22:03:01.115326
21.75,69.25,21.75,1009.53,2025-02-21 22:04:00.559226
21.79,69.05,21.79,1009.56,2025-02-21 22:05:02.116840
21.77,68.97,21.77,1009.59,2025-02-21 22:06:01.555503
21.77,70.79,21.77,1009.56,2025-02-21 22:07:01.029196
21.77,69.14,21.77,1009.57,2025-02-21 22:08:00.464357
21.84,68.74,21.84,1009.58,2025-02-21 22:09:02.025302
21.86,68.79,21.86,1009.5,2025-02-21 22:10:01.456691
22.03,68.94,22.03,1009.59,2025-02-21 22:11:00.894478
22.06,68.39,22.06,1009.55,2025-02-21 22:12:00.327364
22.08,68.23,22.08,1009.57,2025-02-21 22:13:01.894093
22.1,68.5,22.1,1009.62,2025-02-21 22:14:01.332137
22.1,68.35,22.1,1009.6,2025-02-21 22:15:00.765602
22.06,68.47,22.06,1009.59,2025-02-21 22:16:00.200825
21.99,68.73,21.99,1009.56,2025-02-21 22:17:01.756716
21.86,69.08,21.86,1009.62,2025-02-21 22:18:01.189255
21.95,69.05,21.95,1009.55,2025-02-21 22:19:00.628963
21.93,69.38,21.93,1009.61,2025-02-21 22:20:00.069672
22.01,69.81,22.01,1009.57,2025-02-21 22:21:01.632305
21.92,69.72,21.92,1009.57,2025-02-21 22:22:01.066311
21.99,69.62,21.99,1009.65,2025-02-21 22:23:00.503777
21.92,69.27,21.92,1009.62,2025-02-21 22:24:02.062174
22.06,69.56,22.06,1009.61,2025-02-21 22:25:01.496990
21.95,69.04,21.95,1009.63,2025-02-21 22:26:00.932515
22.08,69.87,22.08,1009.63,2025-02-21 22:27:00.448190
22.01,69.6,22.01,1009.63,2025-02-21 22:28:02.004787
22.12,69.94,22.12,1009.63,2025-02-21 22:29:01.444566
21.95,70.23,21.95,1009.62,2025-02-21 22:30:00.882904
22.12,69.91,22.12,1009.6,2025-02-21 22:31:00.322851
22.06,69.54,22.06,1009.64,2025-02-21 22:32:01.909421
22.1,69.6,22.1,1009.56,2025-02-21 22:33:01.347252
22.05,69.45,22.05,1009.63,2025-02-21 22:34:00.781203
22.1,69.28,22.1,1009.58,2025-02-21 22:35:00.231767
22.08,69.35,22.08,1009.6,2025-02-21 22:36:01.792223
22.12,69.15,22.12,1009.57,2025-02-21 22:37:01.227485
22.17,69.43,22.17,1009.6,2025-02-21 22:38:00.708854
22.06,69.3,22.06,1009.66,2025-02-21 22:39:00.139623
22.16,67.89,22.16,1009.61,2025-02-21 22:40:01.699567
22.1,69.45,22.1,1009.62,2025-02-21 22:41:01.140445
22.19,69.36,22.19,1009.63,2025-02-21 22:42:00.580542
22.27,69.22,22.27,1009.69,2025-02-21 22:43:00.020619
22.29,69.31,22.29,1009.63,2025-02-21 22:44:01.577938
22.05,69.03,22.05,1009.65,2025-02-21 22:45:01.017276
22.12,69.01,22.12,1009.61,2025-02-21 22:46:00.450962
22.17,69.25,22.17,1009.67,2025-02-21 22:47:02.007547
22.12,69.13,22.12,1009.72,2025-02-21 22:48:01.441540
22.01,69.17,22.01,1009.65,2025-02-21 22:49:00.879570
22.03,68.97,22.03,1009.71,2025-02-21 22:50:00.315083
22.16,69.19,22.16,1009.75,2025-02-21 22:51:01.869204
22.17,68.52,22.17,1009.6,2025-02-21 22:52:01.300115
22.25,69.16,22.25,1009.68,2025-02-21 22:53:00.734806
22.27,69.57,22.27,1009.65,2025-02-21 22:54:00.173466
22.21,68.99,22.21,1009.65,2025-02-21 22:55:01.729794
22.29,69.54,22.29,1009.64,2025-02-21 22:56:01.161425
22.32,69.31,22.32,1009.71,2025-02-21 22:57:00.597042
22.12,69.51,22.12,1009.62,2025-02-21 22:58:00.025718
22.08,69.29,22.08,1009.66,2025-02-21 22:59:01.583434
22.25,69.14,22.25,1009.66,2025-02-21 23:00:01.019154
22.25,69.26,22.25,1009.58,2025-02-21 23:01:00.455454
22.27,68.99,22.27,1009.62,2025-02-21 23:02:02.019889
22.21,68.93,22.21,1009.65,2025-02-21 23:03:01.461216
22.32,68.52,22.32,1009.62,2025-02-21 23:04:00.894796
22.12,69.21,22.12,1009.66,2025-02-21 23:05:00.333538
22.05,69.16,22.05,1009.68,2025-02-21 23:06:01.890944
22.23,68.81,22.23,1009.69,2025-02-21 23:07:01.324206
22.29,69.23,22.29,1009.65,2025-02-21 23:08:00.757736
22.23,69.16,22.23,1009.69,2025-02-21 23:09:00.194672
22.23,69.29,22.23,1009.7,2025-02-21 23:10:01.752436
22.25,69.3,22.25,1009.68,2025-02-21 23:11:01.186952
22.23,69.11,22.23,1009.68,2025-02-21 23:12:00.619984
22.25,69.16,22.25,1009.68,2025-02-21 23:13:00.055721
22.3,69.14,22.3,1009.6,2025-02-21 23:14:01.613232
22.3,68.91,22.3,1009.63,2025-02-21 23:15:01.045557
22.29,68.54,22.29,1009.61,2025-02-21 23:16:00.480311
22.23,68.96,22.23,1009.58,2025-02-21 23:17:02.037406
22.38,69.28,22.38,1009.63,2025-02-21 23:18:01.479743
22.42,68.8,22.42,1009.63,2025-02-21 23:19:00.921030
22.36,68.98,22.36,1009.57,2025-02-21 23:20:00.357981
22.3,69.08,22.3,1009.61,2025-02-21 23:21:01.919255
22.34,68.78,22.34,1009.68,2025-02-21 23:22:01.353160
22.36,68.69,22.36,1009.72,2025-02-21 23:23:00.789050
22.38,68.58,22.38,1009.65,2025-02-21 23:24:00.226532
22.34,68.85,22.34,1009.65,2025-02-21 23:25:01.793099
22.27,68.76,22.27,1009.63,2025-02-21 23:26:01.234630
22.38,68.93,22.38,1009.65,2025-02-21 23:27:00.670867
22.38,68.64,22.38,1009.65,2025-02-21 23:28:00.110174
22.38,68.88,22.38,1009.57,2025-02-21 23:29:01.668416
22.34,68.1,22.34,1009.61,2025-02-21 23:30:01.101698
22.36,68.18,22.36,1009.57,2025-02-21 23:31:00.534836
22.3,68.9,22.3,1009.54,2025-02-21 23:32:02.089695
22.36,68.61,22.36,1009.53,2025-02-21 23:33:01.524059
22.42,68.79,22.42,1009.59,2025-02-21 23:34:00.959156
22.38,68.53,22.38,1009.59,2025-02-21 23:35:00.394514
22.38,68.4,22.38,1009.61,2025-02-21 23:36:01.947736
22.34,68.9,22.34,1009.57,2025-02-21 23:37:01.382875
22.27,68.01,22.27,1009.58,2025-02-21 23:38:00.820663
22.38,68.74,22.38,1009.57,2025-02-21 23:39:00.260218
22.17,68.07,22.17,1009.56,2025-02-21 23:40:01.822763
22.3,69.1,22.3,1009.52,2025-02-21 23:41:01.260009
22.34,68.57,22.34,1009.5,2025-02-21 23:42:00.697162
22.3,68.41,22.3,1009.47,2025-02-21 23:43:00.133843
22.16,68.53,22.16,1009.44,2025-02-21 23:44:01.690224
22.36,68.22,22.36,1009.5,2025-02-21 23:45:01.125609
22.23,68.51,22.23,1009.41,2025-02-21 23:46:00.624667
22.19,68.49,22.19,1009.52,2025-02-21 23:47:00.065083
22.25,68.73,22.25,1009.47,2025-02-21 23:48:01.620497
22.32,68.6,22.32,1009.44,2025-02-21 23:49:01.055997
22.16,68.51,22.16,1009.47,2025-02-21 23:50:00.492017
22.34,68.42,22.34,1009.43,2025-02-21 23:51:02.049132
22.19,68.38,22.19,1009.47,2025-02-21 23:52:01.487124
22.19,68.59,22.19,1009.44,2025-02-21 23:53:00.922468
22.25,68.56,22.25,1009.46,2025-02-21 23:54:00.363713
22.3,68.52,22.3,1009.51,2025-02-21 23:55:01.930437
22.29,68.92,22.29,1009.5,2025-02-21 23:56:01.368978
22.17,68.63,22.17,1009.47,2025-02-21 23:57:00.802914
22.25,68.75,22.25,1009.49,2025-02-21 23:58:00.244796
22.27,68.42,22.27,1009.42,2025-02-21 23:59:01.804898
22.12,68.67,22.12,1009.39,2025-02-22 00:00:01.245564
22.36,68.91,22.36,1009.38,2025-02-22 00:01:00.680053
22.21,68.92,22.21,1009.44,2025-02-22 00:02:00.119587
22.34,68.74,22.34,1009.42,2025-02-22 00:03:01.689946
22.3,67.91,22.3,1009.49,2025-02-22 00:04:01.127931
22.19,68.41,22.19,1009.44,2025-02-22 00:05:00.564361
22.17,68.66,22.17,1009.47,2025-02-22 00:06:00.004630
22.27,68.33,22.27,1009.44,2025-02-22 00:07:01.568115
22.3,68.15,22.3,1009.45,2025-02-22 00:08:01.007520
22.3,68.46,22.3,1009.44,2025-02-22 00:09:00.449698
22.34,68.42,22.34,1009.4,2025-02-22 00:10:02.007524
22.34,68.6,22.34,1009.4,2025-02-22 00:11:01.446083
22.29,68.88,22.29,1009.42,2025-02-22 00:12:00.882701
22.14,68.28,22.14,1009.34,2025-02-22 00:13:00.323901
22.25,68.46,22.25,1009.38,2025-02-22 00:14:01.888684
22.34,68.41,22.34,1009.35,2025-02-22 00:15:01.327213
22.23,68.14,22.23,1009.35,2025-02-22 00:16:00.769099
22.29,68.8,22.29,1009.3,2025-02-22 00:17:00.211488
22.25,68.62,22.25,1009.3,2025-02-22 00:18:01.775221
22.29,66.7,22.29,1009.27,2025-02-22 00:19:01.214755
22.3,68.06,22.3,1009.31,2025-02-22 00:20:00.649454
22.16,68.69,22.16,1009.3,2025-02-22 00:21:00.085484
22.23,68.54,22.23,1009.32,2025-02-22 00:22:01.644631
22.27,68.05,22.27,1009.31,2025-02-22 00:23:01.076079
22.27,68.53,22.27,1009.22,2025-02-22 00:24:00.509249
22.12,68.42,22.12,1009.29,2025-02-22 00:25:02.071235
22.23,68.78,22.23,1009.32,2025-02-22 00:26:01.513598
22.29,68.9,22.29,1009.34,2025-02-22 00:27:00.953926
22.34,68.25,22.34,1009.36,2025-02-22 00:28:00.390532
22.32,68.36,22.32,1009.31,2025-02-22 00:29:02.011841
22.21,68.33,22.21,1009.28,2025-02-22 00:30:01.448316
22.08,68.42,22.08,1009.31,2025-02-22 00:31:00.907966
22.27,68.18,22.27,1009.31,2025-02-22 00:32:00.343160
22.3,68.35,22.3,1009.28,2025-02-22 00:33:01.909482
22.27,68.36,22.27,1009.34,2025-02-22 00:34:01.351144
22.17,67.8,22.17,1009.35,2025-02-22 00:35:00.791264
22.21,67.97,22.21,1009.3,2025-02-22 00:36:00.224544
22.21,67.81,22.21,1009.38,2025-02-22 00:37:01.784690
22.23,67.74,22.23,1009.29,2025-02-22 00:38:01.221859
22.3,67.88,22.3,1009.28,2025-02-22 00:39:00.653331
22.17,68.13,22.17,1009.31,2025-02-22 00:40:00.106284
22.32,68.12,22.32,1009.32,2025-02-22 00:41:01.670589
22.34,67.99,22.34,1009.27,2025-02-22 00:42:01.105113
22.34,68.09,22.34,1009.33,2025-02-22 00:43:00.539610
22.43,68.16,22.43,1009.28,2025-02-22 00:44:02.101902
22.32,68.24,22.32,1009.35,2025-02-22 00:45:01.541263
22.42,68.14,22.42,1009.3,2025-02-22 00:46:00.976155
22.29,67.99,22.29,1009.27,2025-02-22 00:47:00.412147
22.45,68.3,22.45,1009.29,2025-02-22 00:48:01.968866
22.42,68.04,22.42,1009.3,2025-02-22 00:49:01.401920
22.45,67.69,22.45,1009.26,2025-02-22 00:50:00.838894
22.36,68.17,22.36,1009.27,2025-02-22 00:51:00.274102
22.62,67.6,22.62,1009.28,2025-02-22 00:52:01.839367
22.51,68.16,22.51,1009.3,2025-02-22 00:53:01.276128
22.51,68.18,22.51,1009.3,2025-02-22 00:54:00.715393
22.54,68.18,22.54,1009.27,2025-02-22 00:55:00.149710
22.66,68.28,22.66,1009.23,2025-02-22 00:56:01.707710
22.45,67.98,22.45,1009.31,2025-02-22 00:57:01.145055
22.49,68.15,22.49,1009.28,2025-02-22 00:58:00.578086
22.32,68.02,22.32,1009.23,2025-02-22 00:59:00.010615
22.45,67.99,22.45,1009.25,2025-02-22 01:00:01.572191
22.47,67.73,22.47,1009.27,2025-02-22 01:01:01.012639
22.42,67.92,22.42,1009.35,2025-02-22 01:02:00.447294
22.38,67.35,22.38,1009.23,2025-02-22 01:03:02.003921
22.43,68.31,22.43,1009.31,2025-02-22 01:04:01.441787
22.36,67.99,22.36,1009.31,2025-02-22 01:05:00.874488
22.43,68.27,22.43,1009.31,2025-02-22 01:06:00.311352
22.47,67.9,22.47,1009.32,2025-02-22 01:07:01.873024
22.29,67.99,22.29,1009.37,2025-02-22 01:08:01.308547
22.47,68.03,22.47,1009.32,2025-02-22 01:09:00.743435
22.4,68.35,22.4,1009.3,2025-02-22 01:10:00.176060
22.4,68.93,22.4,1009.27,2025-02-22 01:11:01.729531
22.34,68.21,22.34,1009.28,2025-02-22 01:12:01.167588
22.45,68.44,22.45,1009.27,2025-02-22 01:13:00.607730
22.36,68.43,22.36,1009.28,2025-02-22 01:14:00.043445
22.38,67.89,22.38,1009.28,2025-02-22 01:15:01.602488
22.21,68.14,22.21,1009.31,2025-02-22 01:16:01.041952
22.3,67.56,22.3,1009.33,2025-02-22 01:17:00.476210
22.38,68.82,22.38,1009.24,2025-02-22 01:18:02.037991
22.38,68.42,22.38,1009.3,2025-02-22 01:19:01.473733
22.27,68.27,22.27,1009.23,2025-02-22 01:20:00.912657
22.32,68.12,22.32,1009.33,2025-02-22 01:21:00.350747
22.32,67.91,22.32,1009.26,2025-02-22 01:22:01.909159
22.34,67.84,22.34,1009.3,2025-02-22 01:23:01.346796
22.36,68.16,22.36,1009.25,2025-02-22 01:24:00.780149
22.36,68.19,22.36,1009.32,2025-02-22 01:25:00.218237
22.3,68.3,22.3,1009.29,2025-02-22 01:26:01.776171
22.32,67.94,22.32,1009.3,2025-02-22 01:27:01.208739
22.42,68.04,22.42,1009.31,2025-02-22 01:28:00.650174
22.32,68.09,22.32,1009.32,2025-02-22 01:29:00.093770
22.42,68.14,22.42,1009.31,2025-02-22 01:30:01.752428
22.32,68.13,22.32,1009.29,2025-02-22 01:31:01.183261
22.38,67.96,22.38,1009.27,2025-02-22 01:32:00.620794
22.27,68.1,22.27,1009.25,2025-02-22 01:33:00.054918
22.32,68.06,22.32,1009.27,2025-02-22 01:34:01.612654
22.38,67.79,22.38,1009.33,2025-02-22 01:35:01.049118
22.51,67.99,22.51,1009.3,2025-02-22 01:36:00.485743
22.29,68.31,22.29,1009.22,2025-02-22 01:37:02.043867
22.38,68.39,22.38,1009.25,2025-02-22 01:38:01.479283
22.27,67.12,22.27,1009.23,2025-02-22 01:39:00.916568
22.17,68.05,22.17,1009.26,2025-02-22 01:40:00.383890
22.25,68.09,22.25,1009.19,2025-02-22 01:41:01.943300
22.32,68.27,22.32,1009.25,2025-02-22 01:42:01.376490
22.29,68.58,22.29,1009.17,2025-02-22 01:43:00.815234
22.17,67.78,22.17,1009.17,2025-02-22 01:44:00.252301
22.53,68.28,22.53,1009.15,2025-02-22 01:45:01.852575
22.4,68.14,22.4,1009.11,2025-02-22 01:46:01.291715
22.34,68.36,22.34,1009.08,2025-02-22 01:47:00.730397
22.38,68.21,22.38,1009.13,2025-02-22 01:48:00.167249
22.27,66.64,22.27,1009.12,2025-02-22 01:49:01.724500
22.27,68.12,22.27,1009.13,2025-02-22 01:50:01.160054
22.4,68.17,22.4,1009.11,2025-02-22 01:51:00.593244
22.3,68.04,22.3,1009.09,2025-02-22 01:52:00.035551
22.4,68.88,22.4,1009.15,2025-02-22 01:53:01.614642
22.34,68.35,22.34,1009.13,2025-02-22 01:54:01.050437
22.21,68.23,22.21,1009.14,2025-02-22 01:55:00.483914
22.29,68.31,22.29,1009.08,2025-02-22 01:56:02.047950
22.32,68.93,22.32,1009.09,2025-02-22 01:57:01.483716
22.34,68.12,22.34,1009.05,2025-02-22 01:58:00.920376
22.32,68.44,22.32,1009.01,2025-02-22 01:59:00.357663
22.47,68.53,22.47,1009.03,2025-02-22 02:00:01.917677
22.32,68.49,22.32,1009.02,2025-02-22 02:01:01.351758
22.36,68.51,22.36,1008.95,2025-02-22 02:02:00.789911
22.25,68.36,22.25,1008.88,2025-02-22 02:03:00.229309
22.51,68.26,22.51,1008.87,2025-02-22 02:04:01.787971
22.32,68.19,22.32,1008.89,2025-02-22 02:05:01.231384
22.38,68.15,22.38,1008.89,2025-02-22 02:06:00.668808
22.42,68.19,22.42,1008.89,2025-02-22 02:07:00.127056
22.27,68.03,22.27,1008.9,2025-02-22 02:08:01.688572
22.32,68.16,22.32,1008.88,2025-02-22 02:09:01.129215
22.49,68.24,22.49,1008.9,2025-02-22 02:10:00.563378
22.38,67.85,22.38,1008.9,2025-02-22 02:11:00.000387
22.38,67.82,22.38,1008.94,2025-02-22 02:12:01.561538
22.47,67.86,22.47,1008.92,2025-02-22 02:13:01.001262
22.38,68.21,22.38,1008.93,2025-02-22 02:14:00.437836
22.4,67.88,22.4,1008.85,2025-02-22 02:15:02.088075
22.38,67.89,22.38,1008.86,2025-02-22 02:16:01.535210
22.43,68.04,22.43,1008.88,2025-02-22 02:17:00.976053
22.38,68.01,22.38,1008.95,2025-02-22 02:18:00.415277
22.36,68.08,22.36,1008.86,2025-02-22 02:19:01.973272
22.38,67.83,22.38,1008.89,2025-02-22 02:20:01.410779
22.23,67.81,22.23,1008.87,2025-02-22 02:21:00.851174
22.38,68.89,22.38,1008.89,2025-02-22 02:22:00.298156
22.4,67.98,22.4,1008.85,2025-02-22 02:23:01.858431
22.34,67.75,22.34,1008.93,2025-02-22 02:24:01.292826
22.4,67.89,22.4,1008.89,2025-02-22 02:25:00.728831
22.36,68.13,22.36,1008.99,2025-02-22 02:26:00.169060
22.29,67.62,22.29,1008.95,2025-02-22 02:27:01.727589
22.27,68.36,22.27,1008.99,2025-02-22 02:28:01.166904
22.27,68.25,22.27,1009.0,2025-02-22 02:29:00.608108
22.3,67.91,22.3,1008.98,2025-02-22 02:30:00.074429
22.29,68.69,22.29,1009.04,2025-02-22 02:31:01.632274
22.38,68.2,22.38,1009.07,2025-02-22 02:32:01.066844
22.23,68.03,22.23,1008.98,2025-02-22 02:33:00.503762
22.49,68.08,22.49,1009.05,2025-02-22 02:34:02.059384
22.43,68.13,22.43,1009.04,2025-02-22 02:35:01.493807
22.36,68.27,22.36,1009.04,2025-02-22 02:36:00.931274
22.42,68.13,22.42,1009.02,2025-02-22 02:37:00.367420
22.34,68.22,22.34,1009.1,2025-02-22 02:38:01.927158
22.34,68.27,22.34,1009.05,2025-02-22 02:39:01.364315
22.45,68.28,22.45,1009.08,2025-02-22 02:40:00.798061
22.4,67.73,22.4,1009.05,2025-02-22 02:41:00.232214
22.51,67.66,22.51,1008.94,2025-02-22 02:42:01.786986
22.36,67.88,22.36,1008.91,2025-02-22 02:43:01.222172
22.45,67.97,22.45,1008.9,2025-02-22 02:44:00.655792
22.38,67.9,22.38,1008.91,2025-02-22 02:45:00.090475
22.53,67.65,22.53,1008.92,2025-02-22 02:46:01.648870
22.43,68.06,22.43,1008.88,2025-02-22 02:47:01.102111
22.42,67.81,22.42,1008.87,2025-02-22 02:48:00.535887
22.42,67.77,22.42,1008.89,2025-02-22 02:49:02.091736
22.4,67.75,22.4,1008.84,2025-02-22 02:50:01.526696
22.43,67.85,22.43,1008.93,2025-02-22 02:51:00.960251
22.43,68.05,22.43,1008.83,2025-02-22 02:52:00.397801
22.42,68.26,22.42,1008.84,2025-02-22 02:53:01.955682
22.45,68.0,22.45,1008.84,2025-02-22 02:54:01.392781
22.34,68.26,22.34,1008.85,2025-02-22 02:55:00.823593
22.16,68.04,22.16,1008.78,2025-02-22 02:56:00.260386
22.32,67.79,22.32,1008.76,2025-02-22 02:57:01.825962
22.29,67.54,22.29,1008.78,2025-02-22 02:58:01.261867
22.16,67.81,22.16,1008.77,2025-02-22 02:59:00.695213
22.1,67.82,22.1,1008.68,2025-02-22 03:00:00.132835
22.12,66.74,22.12,1008.72,2025-02-22 03:01:01.687993
21.92,67.92,21.92,1008.73,2025-02-22 03:02:01.126097
21.88,68.11,21.88,1008.74,2025-02-22 03:03:00.561851
22.01,68.15,22.01,1008.7,2025-02-22 03:04:02.120172
21.93,69.09,21.93,1008.71,2025-02-22 03:05:01.560277
21.75,68.35,21.75,1008.7,2025-02-22 03:06:00.995964
21.9,68.35,21.9,1008.68,2025-02-22 03:07:00.430872
21.79,68.48,21.79,1008.67,2025-02-22 03:08:01.993226
21.69,68.4,21.69,1008.62,2025-02-22 03:09:01.432316
21.73,68.4,21.73,1008.71,2025-02-22 03:10:00.866441
21.8,68.65,21.8,1008.67,2025-02-22 03:11:00.303515
21.77,68.57,21.77,1008.65,2025-02-22 03:12:01.861417
21.82,68.68,21.82,1008.66,2025-02-22 03:13:01.297640
21.88,69.02,21.88,1008.66,2025-02-22 03:14:00.737648
21.86,68.74,21.86,1008.68,2025-02-22 03:15:00.174041
21.73,68.27,21.73,1008.7,2025-02-22 03:16:01.732976
21.68,68.49,21.68,1008.64,2025-02-22 03:17:01.168279
21.73,68.85,21.73,1008.66,2025-02-22 03:18:00.601666
21.64,68.74,21.64,1008.65,2025-02-22 03:19:00.032199
21.71,68.58,21.71,1008.62,2025-02-22 03:20:01.585909
21.66,68.96,21.66,1008.54,2025-02-22 03:21:01.019068
21.55,68.7,21.55,1008.48,2025-02-22 03:22:00.452622
21.53,69.06,21.53,1008.49,2025-02-22 03:23:02.010933
21.64,68.88,21.64,1008.46,2025-02-22 03:24:01.448007
21.64,68.87,21.64,1008.4,2025-02-22 03:25:00.885363
21.47,69.15,21.47,1008.39,2025-02-22 03:26:00.321867
21.58,68.82,21.58,1008.37,2025-02-22 03:27:01.882667
21.51,68.79,21.51,1008.39,2025-02-22 03:28:01.317569
21.55,69.27,21.55,1008.41,2025-02-22 03:29:00.804985
21.53,69.41,21.53,1008.42,2025-02-22 03:30:00.288257
21.49,68.87,21.49,1008.42,2025-02-22 03:31:01.847542
21.6,69.13,21.6,1008.41,2025-02-22 03:32:01.282945
21.62,68.93,21.62,1008.37,2025-02-22 03:33:00.716771
21.62,69.17,21.62,1008.39,2025-02-22 03:34:00.145636
21.53,68.83,21.53,1008.36,2025-02-22 03:35:01.702726
21.56,68.97,21.56,1008.34,2025-02-22 03:36:01.136698
21.55,68.89,21.55,1008.4,2025-02-22 03:37:00.572310
21.6,68.71,21.6,1008.39,2025-02-22 03:38:00.006487
21.4,68.12,21.4,1008.35,2025-02-22 03:39:01.565833
21.64,68.89,21.64,1008.37,2025-02-22 03:40:00.996682
21.56,68.84,21.56,1008.36,2025-02-22 03:41:00.430941
21.71,69.08,21.71,1008.38,2025-02-22 03:42:02.006762
21.55,68.77,21.55,1008.37,2025-02-22 03:43:01.440812
21.6,68.73,21.6,1008.34,2025-02-22 03:44:00.876984
21.56,68.92,21.56,1008.32,2025-02-22 03:45:00.310152
21.56,68.72,21.56,1008.36,2025-02-22 03:46:01.865124
21.49,68.8,21.49,1008.35,2025-02-22 03:47:01.293673
21.6,68.89,21.6,1008.35,2025-02-22 03:48:00.729719
21.53,68.65,21.53,1008.42,2025-02-22 03:49:00.164028
21.58,68.98,21.58,1008.39,2025-02-22 03:50:01.718660
21.6,69.07,21.6,1008.4,2025-02-22 03:51:01.157396
21.51,68.94,21.51,1008.35,2025-02-22 03:52:00.593072
21.6,69.12,21.6,1008.4,2025-02-22 03:53:00.029406
21.55,68.78,21.55,1008.33,2025-02-22 03:54:01.585928
21.64,68.97,21.64,1008.38,2025-02-22 03:55:01.019951
21.53,68.99,21.53,1008.37,2025-02-22 03:56:00.453701
21.66,68.83,21.66,1008.32,2025-02-22 03:57:02.012344
21.53,69.4,21.53,1008.25,2025-02-22 03:58:01.451457
21.45,69.31,21.45,1008.29,2025-02-22 03:59:00.888689
21.49,68.91,21.49,1008.31,2025-02-22 04:00:00.320901
21.45,69.14,21.45,1008.31,2025-02-22 04:01:01.881555
21.32,69.01,21.32,1008.28,2025-02-22 04:02:01.317068
21.6,68.98,21.6,1008.35,2025-02-22 04:03:00.756994
21.53,69.34,21.53,1008.31,2025-02-22 04:04:00.192822
21.47,68.32,21.47,1008.27,2025-02-22 04:05:01.752285
21.55,69.26,21.55,1008.3,2025-02-22 04:06:01.186374
21.47,69.14,21.47,1008.28,2025-02-22 04:07:00.622166
21.56,69.43,21.56,1008.31,2025-02-22 04:08:00.079441
21.56,69.2,21.56,1008.33,2025-02-22 04:09:01.637004
21.56,69.1,21.56,1008.33,2025-02-22 04:10:01.071067
21.36,69.19,21.36,1008.32,2025-02-22 04:11:00.509092
21.47,69.14,21.47,1008.28,2025-02-22 04:12:02.066475
21.38,68.9,21.38,1008.25,2025-02-22 04:13:01.500514
21.42,68.99,21.42,1008.24,2025-02-22 04:14:00.936141
21.45,68.67,21.45,1008.28,2025-02-22 04:15:00.378419
21.42,69.2,21.42,1008.31,2025-02-22 04:16:01.935342
21.51,68.81,21.51,1008.26,2025-02-22 04:17:01.378069
21.34,68.8,21.34,1008.27,2025-02-22 04:18:00.812347
21.51,69.14,21.51,1008.18,2025-02-22 04:19:00.248612
21.32,68.84,21.32,1008.13,2025-02-22 04:20:01.806843
21.4,69.47,21.4,1008.15,2025-02-22 04:21:01.307879
21.32,69.26,21.32,1008.11,2025-02-22 04:22:00.747028
21.38,69.33,21.38,1008.08,2025-02-22 04:23:00.188275
21.34,69.52,21.34,1008.12,2025-02-22 04:24:01.747072
